Regulator	Target	Relation	Relation counts
GeneticVariant	PhosphoSite	Regulation	0
GeneticVariant	Hyperlink	Regulation	0
GeneticVariant	Mutation	Regulation	0
GeneticVariant	RNA	Regulation	0
GeneticVariant	Site	Regulation	1
GeneticVariant	Lysine	Regulation	0
GeneticVariant	MethSite	Regulation	0
MedicalProcedure	Protein	Regulation	2
MedicalProcedure	SmallMol	Regulation	0
MedicalProcedure	Complex	Regulation	0
MedicalProcedure	FunctionalClass	Regulation	0
MedicalProcedure	CellObject	Regulation	0
MedicalProcedure	Disease	Regulation	0
MedicalProcedure	Organ	Regulation	0
MedicalProcedure	Virus	Regulation	0
MedicalProcedure	ClinicalParameter	Regulation	0
MedicalProcedure	CellProcess	Regulation	0
MedicalProcedure	Organism	Regulation	0
MedicalProcedure	Tissue	Regulation	0
MedicalProcedure	Treatment	Regulation	0
MedicalProcedure	CellType	Regulation	0
MedicalProcedure	GeneticVariant	Regulation	0
MedicalProcedure	MedicalProcedure	Regulation	0
MedicalProcedure	PhosphoSite	Regulation	0
MedicalProcedure	Hyperlink	Regulation	0
MedicalProcedure	Mutation	Regulation	0
MedicalProcedure	RNA	Regulation	0
MedicalProcedure	Site	Regulation	0
MedicalProcedure	Lysine	Regulation	0
MedicalProcedure	MethSite	Regulation	0
PhosphoSite	Protein	Regulation	0
PhosphoSite	SmallMol	Regulation	0
PhosphoSite	Complex	Regulation	2
PhosphoSite	FunctionalClass	Regulation	0
PhosphoSite	CellObject	Regulation	0
PhosphoSite	Disease	Regulation	0
PhosphoSite	Organ	Regulation	0
PhosphoSite	Virus	Regulation	0
PhosphoSite	ClinicalParameter	Regulation	0
PhosphoSite	CellProcess	Regulation	0
PhosphoSite	Organism	Regulation	0
PhosphoSite	Tissue	Regulation	0
PhosphoSite	Treatment	Regulation	0
PhosphoSite	CellType	Regulation	0
PhosphoSite	GeneticVariant	Regulation	0
PhosphoSite	MedicalProcedure	Regulation	0
PhosphoSite	PhosphoSite	Regulation	0
PhosphoSite	Hyperlink	Regulation	0
PhosphoSite	Mutation	Regulation	0
PhosphoSite	RNA	Regulation	0
PhosphoSite	Site	Regulation	0
PhosphoSite	Lysine	Regulation	0
PhosphoSite	MethSite	Regulation	0
Hyperlink	Protein	Regulation	0
Hyperlink	SmallMol	Regulation	0
Hyperlink	Complex	Regulation	0
Hyperlink	FunctionalClass	Regulation	0
Hyperlink	CellObject	Regulation	0
Hyperlink	Disease	Regulation	0
Hyperlink	Organ	Regulation	0
Hyperlink	Virus	Regulation	0
Hyperlink	ClinicalParameter	Regulation	0
Hyperlink	CellProcess	Regulation	0
Hyperlink	Organism	Regulation	0
Hyperlink	Tissue	Regulation	0
Hyperlink	Treatment	Regulation	0
Hyperlink	CellType	Regulation	0
Hyperlink	GeneticVariant	Regulation	0
Hyperlink	MedicalProcedure	Regulation	0
Hyperlink	PhosphoSite	Regulation	0
Hyperlink	Hyperlink	Regulation	0
Hyperlink	Mutation	Regulation	0
Hyperlink	RNA	Regulation	0
Hyperlink	Site	Regulation	0
Hyperlink	Lysine	Regulation	0
Hyperlink	MethSite	Regulation	0
Mutation	Protein	Regulation	207
Mutation	SmallMol	Regulation	27
Mutation	Complex	Regulation	24
Mutation	FunctionalClass	Regulation	100
Mutation	CellObject	Regulation	0
Mutation	Disease	Regulation	0
Mutation	Organ	Regulation	0
Mutation	Virus	Regulation	0
Mutation	ClinicalParameter	Regulation	0
Mutation	CellProcess	Regulation	0
Mutation	Organism	Regulation	0
Mutation	Tissue	Regulation	0
Mutation	Treatment	Regulation	0
Mutation	CellType	Regulation	0
Mutation	GeneticVariant	Regulation	0
Mutation	MedicalProcedure	Regulation	0
Mutation	PhosphoSite	Regulation	0
Mutation	Hyperlink	Regulation	0
Mutation	Mutation	Regulation	0
Mutation	RNA	Regulation	0
Mutation	Site	Regulation	3
Mutation	Lysine	Regulation	0
Mutation	MethSite	Regulation	0
RNA	Protein	Regulation	0
RNA	SmallMol	Regulation	0
RNA	Complex	Regulation	0
RNA	FunctionalClass	Regulation	0
RNA	CellObject	Regulation	0
RNA	Disease	Regulation	0
RNA	Organ	Regulation	0
RNA	Virus	Regulation	0
RNA	ClinicalParameter	Regulation	0
RNA	CellProcess	Regulation	0
RNA	Organism	Regulation	0
RNA	Tissue	Regulation	0
RNA	Treatment	Regulation	0
RNA	CellType	Regulation	0
RNA	GeneticVariant	Regulation	0
RNA	MedicalProcedure	Regulation	0
RNA	PhosphoSite	Regulation	0
RNA	Hyperlink	Regulation	0
RNA	Mutation	Regulation	0
RNA	RNA	Regulation	0
RNA	Site	Regulation	0
RNA	Lysine	Regulation	0
RNA	MethSite	Regulation	0
Site	Protein	Regulation	323
Site	SmallMol	Regulation	36
Site	Complex	Regulation	56
Site	FunctionalClass	Regulation	94
Site	CellObject	Regulation	0
Site	Disease	Regulation	127
Site	Organ	Regulation	12
Site	Virus	Regulation	3
Site	ClinicalParameter	Regulation	43
Site	CellProcess	Regulation	760
Site	Organism	Regulation	0
Site	Tissue	Regulation	0
Site	Treatment	Regulation	0
Site	CellType	Regulation	1
Site	GeneticVariant	Regulation	0
Site	MedicalProcedure	Regulation	0
Site	PhosphoSite	Regulation	0
Site	Hyperlink	Regulation	0
Site	Mutation	Regulation	0
Site	RNA	Regulation	0
Site	Site	Regulation	126
Site	Lysine	Regulation	0
Site	MethSite	Regulation	0
Lysine	Protein	Regulation	4
Lysine	SmallMol	Regulation	0
Lysine	Complex	Regulation	1
Lysine	FunctionalClass	Regulation	0
Lysine	CellObject	Regulation	0
Lysine	Disease	Regulation	0
Lysine	Organ	Regulation	0
Lysine	Virus	Regulation	0
Lysine	ClinicalParameter	Regulation	0
Lysine	CellProcess	Regulation	0
Lysine	Organism	Regulation	0
Lysine	Tissue	Regulation	0
Lysine	Treatment	Regulation	0
Lysine	CellType	Regulation	0
Lysine	GeneticVariant	Regulation	0
Lysine	MedicalProcedure	Regulation	0
Lysine	PhosphoSite	Regulation	0
Lysine	Hyperlink	Regulation	0
Lysine	Mutation	Regulation	0
Lysine	RNA	Regulation	0
Lysine	Site	Regulation	1
Lysine	Lysine	Regulation	0
Lysine	MethSite	Regulation	0
MethSite	Protein	Regulation	0
MethSite	SmallMol	Regulation	0
MethSite	Complex	Regulation	0
MethSite	FunctionalClass	Regulation	0
MethSite	CellObject	Regulation	0
MethSite	Disease	Regulation	0
MethSite	Organ	Regulation	0
MethSite	Virus	Regulation	0
MethSite	ClinicalParameter	Regulation	0
MethSite	CellProcess	Regulation	0
MethSite	Organism	Regulation	0
MethSite	Tissue	Regulation	0
MethSite	Treatment	Regulation	0
MethSite	CellType	Regulation	0
MethSite	GeneticVariant	Regulation	0
MethSite	MedicalProcedure	Regulation	0
MethSite	PhosphoSite	Regulation	0
MethSite	Hyperlink	Regulation	0
MethSite	Mutation	Regulation	0
MethSite	RNA	Regulation	0
MethSite	Site	Regulation	0
MethSite	Lysine	Regulation	0
MethSite	MethSite	Regulation	0
Protein	Protein	Biomarker	0
Protein	SmallMol	Biomarker	0
Protein	Complex	Biomarker	0
Protein	FunctionalClass	Biomarker	0
Protein	CellObject	Biomarker	0
Protein	Disease	Biomarker	0
Protein	Organ	Biomarker	0
Protein	Virus	Biomarker	0
Protein	ClinicalParameter	Biomarker	0
Protein	CellProcess	Biomarker	0
Protein	Organism	Biomarker	0
Protein	Tissue	Biomarker	0
Protein	Treatment	Biomarker	0
Protein	CellType	Biomarker	0
Protein	GeneticVariant	Biomarker	0
Protein	MedicalProcedure	Biomarker	0
Protein	PhosphoSite	Biomarker	0
Protein	Hyperlink	Biomarker	0
Protein	Mutation	Biomarker	0
Protein	RNA	Biomarker	0
Protein	Site	Biomarker	0
Protein	Lysine	Biomarker	0
Protein	MethSite	Biomarker	0
SmallMol	Protein	Biomarker	0
SmallMol	SmallMol	Biomarker	0
SmallMol	Complex	Biomarker	0
SmallMol	FunctionalClass	Biomarker	0
SmallMol	CellObject	Biomarker	0
SmallMol	Disease	Biomarker	0
SmallMol	Organ	Biomarker	0
SmallMol	Virus	Biomarker	0
SmallMol	ClinicalParameter	Biomarker	0
SmallMol	CellProcess	Biomarker	0
SmallMol	Organism	Biomarker	0
SmallMol	Tissue	Biomarker	0
SmallMol	Treatment	Biomarker	0
SmallMol	CellType	Biomarker	0
SmallMol	GeneticVariant	Biomarker	0
SmallMol	MedicalProcedure	Biomarker	0
SmallMol	PhosphoSite	Biomarker	0
SmallMol	Hyperlink	Biomarker	0
SmallMol	Mutation	Biomarker	0
SmallMol	RNA	Biomarker	0
SmallMol	Site	Biomarker	0
SmallMol	Lysine	Biomarker	0
SmallMol	MethSite	Biomarker	0
Complex	Protein	Biomarker	0
Complex	SmallMol	Biomarker	0
Complex	Complex	Biomarker	0
Complex	FunctionalClass	Biomarker	0
Complex	CellObject	Biomarker	0
Complex	Disease	Biomarker	0
Complex	Organ	Biomarker	0
Complex	Virus	Biomarker	0
Complex	ClinicalParameter	Biomarker	0
Complex	CellProcess	Biomarker	0
Complex	Organism	Biomarker	0
Complex	Tissue	Biomarker	0
Complex	Treatment	Biomarker	0
Complex	CellType	Biomarker	0
Complex	GeneticVariant	Biomarker	0
Complex	MedicalProcedure	Biomarker	0
Complex	PhosphoSite	Biomarker	0
Complex	Hyperlink	Biomarker	0
Complex	Mutation	Biomarker	0
Complex	RNA	Biomarker	0
Complex	Site	Biomarker	0
Complex	Lysine	Biomarker	0
Complex	MethSite	Biomarker	0
FunctionalClass	Protein	Biomarker	0
FunctionalClass	SmallMol	Biomarker	0
FunctionalClass	Complex	Biomarker	0
FunctionalClass	FunctionalClass	Biomarker	0
FunctionalClass	CellObject	Biomarker	0
FunctionalClass	Disease	Biomarker	0
FunctionalClass	Organ	Biomarker	0
FunctionalClass	Virus	Biomarker	0
FunctionalClass	ClinicalParameter	Biomarker	0
FunctionalClass	CellProcess	Biomarker	0
FunctionalClass	Organism	Biomarker	0
FunctionalClass	Tissue	Biomarker	0
FunctionalClass	Treatment	Biomarker	0
FunctionalClass	CellType	Biomarker	0
FunctionalClass	GeneticVariant	Biomarker	0
FunctionalClass	MedicalProcedure	Biomarker	0
FunctionalClass	PhosphoSite	Biomarker	0
FunctionalClass	Hyperlink	Biomarker	0
FunctionalClass	Mutation	Biomarker	0
FunctionalClass	RNA	Biomarker	0
FunctionalClass	Site	Biomarker	0
FunctionalClass	Lysine	Biomarker	0
FunctionalClass	MethSite	Biomarker	0
CellObject	Protein	Biomarker	0
CellObject	SmallMol	Biomarker	0
CellObject	Complex	Biomarker	0
CellObject	FunctionalClass	Biomarker	0
CellObject	CellObject	Biomarker	0
CellObject	Disease	Biomarker	0
CellObject	Organ	Biomarker	0
CellObject	Virus	Biomarker	0
CellObject	ClinicalParameter	Biomarker	0
CellObject	CellProcess	Biomarker	0
CellObject	Organism	Biomarker	0
CellObject	Tissue	Biomarker	0
CellObject	Treatment	Biomarker	0
CellObject	CellType	Biomarker	0
CellObject	GeneticVariant	Biomarker	0
CellObject	MedicalProcedure	Biomarker	0
CellObject	PhosphoSite	Biomarker	0
CellObject	Hyperlink	Biomarker	0
CellObject	Mutation	Biomarker	0
CellObject	RNA	Biomarker	0
CellObject	Site	Biomarker	0
CellObject	Lysine	Biomarker	0
CellObject	MethSite	Biomarker	0
Disease	Protein	Biomarker	84275
Disease	SmallMol	Biomarker	11205
Disease	Complex	Biomarker	4311
Disease	FunctionalClass	Biomarker	12735
Disease	CellObject	Biomarker	0
Disease	Disease	Biomarker	0
Disease	Organ	Biomarker	11
Disease	Virus	Biomarker	2
Disease	ClinicalParameter	Biomarker	3
Disease	CellProcess	Biomarker	0
Disease	Organism	Biomarker	0
Disease	Tissue	Biomarker	1
Disease	Treatment	Biomarker	0
Disease	CellType	Biomarker	4892
Disease	GeneticVariant	Biomarker	0
Disease	MedicalProcedure	Biomarker	0
Disease	PhosphoSite	Biomarker	0
Disease	Hyperlink	Biomarker	0
Disease	Mutation	Biomarker	0
Disease	RNA	Biomarker	0
Disease	Site	Biomarker	41
Disease	Lysine	Biomarker	0
Disease	MethSite	Biomarker	0
Organ	Protein	Biomarker	0
Organ	SmallMol	Biomarker	0
Organ	Complex	Biomarker	0
Organ	FunctionalClass	Biomarker	0
Organ	CellObject	Biomarker	0
Organ	Disease	Biomarker	0
Organ	Organ	Biomarker	0
Organ	Virus	Biomarker	0
Organ	ClinicalParameter	Biomarker	0
Organ	CellProcess	Biomarker	0
Organ	Organism	Biomarker	0
Organ	Tissue	Biomarker	0
Organ	Treatment	Biomarker	0
Organ	CellType	Biomarker	0
Organ	GeneticVariant	Biomarker	0
Organ	MedicalProcedure	Biomarker	0
Organ	PhosphoSite	Biomarker	0
Organ	Hyperlink	Biomarker	0
Organ	Mutation	Biomarker	0
Organ	RNA	Biomarker	0
Organ	Site	Biomarker	0
Organ	Lysine	Biomarker	0
Organ	MethSite	Biomarker	0
Virus	Protein	Biomarker	0
Virus	SmallMol	Biomarker	0
Virus	Complex	Biomarker	0
Virus	FunctionalClass	Biomarker	0
Virus	CellObject	Biomarker	0
Virus	Disease	Biomarker	0
Virus	Organ	Biomarker	0
Virus	Virus	Biomarker	0
Virus	ClinicalParameter	Biomarker	0
Virus	CellProcess	Biomarker	0
Virus	Organism	Biomarker	0
Virus	Tissue	Biomarker	0
Virus	Treatment	Biomarker	0
Virus	CellType	Biomarker	0
Virus	GeneticVariant	Biomarker	0
Virus	MedicalProcedure	Biomarker	0
Virus	PhosphoSite	Biomarker	0
Virus	Hyperlink	Biomarker	0
Virus	Mutation	Biomarker	0
Virus	RNA	Biomarker	0
Virus	Site	Biomarker	0
Virus	Lysine	Biomarker	0
Virus	MethSite	Biomarker	0
ClinicalParameter	Protein	Biomarker	0
ClinicalParameter	SmallMol	Biomarker	0
ClinicalParameter	Complex	Biomarker	0
ClinicalParameter	FunctionalClass	Biomarker	0
ClinicalParameter	CellObject	Biomarker	0
ClinicalParameter	Disease	Biomarker	0
ClinicalParameter	Organ	Biomarker	0
ClinicalParameter	Virus	Biomarker	0
ClinicalParameter	ClinicalParameter	Biomarker	0
ClinicalParameter	CellProcess	Biomarker	0
ClinicalParameter	Organism	Biomarker	0
ClinicalParameter	Tissue	Biomarker	0
ClinicalParameter	Treatment	Biomarker	0
ClinicalParameter	CellType	Biomarker	0
ClinicalParameter	GeneticVariant	Biomarker	0
ClinicalParameter	MedicalProcedure	Biomarker	0
ClinicalParameter	PhosphoSite	Biomarker	0
ClinicalParameter	Hyperlink	Biomarker	0
ClinicalParameter	Mutation	Biomarker	0
ClinicalParameter	RNA	Biomarker	0
ClinicalParameter	Site	Biomarker	0
ClinicalParameter	Lysine	Biomarker	0
ClinicalParameter	MethSite	Biomarker	0
CellProcess	Protein	Biomarker	0
CellProcess	SmallMol	Biomarker	0
CellProcess	Complex	Biomarker	0
CellProcess	FunctionalClass	Biomarker	0
CellProcess	CellObject	Biomarker	0
CellProcess	Disease	Biomarker	0
CellProcess	Organ	Biomarker	0
CellProcess	Virus	Biomarker	0
CellProcess	ClinicalParameter	Biomarker	0
CellProcess	CellProcess	Biomarker	0
CellProcess	Organism	Biomarker	0
CellProcess	Tissue	Biomarker	0
CellProcess	Treatment	Biomarker	0
CellProcess	CellType	Biomarker	0
CellProcess	GeneticVariant	Biomarker	0
CellProcess	MedicalProcedure	Biomarker	0
CellProcess	PhosphoSite	Biomarker	0
CellProcess	Hyperlink	Biomarker	0
CellProcess	Mutation	Biomarker	0
CellProcess	RNA	Biomarker	0
CellProcess	Site	Biomarker	0
CellProcess	Lysine	Biomarker	0
CellProcess	MethSite	Biomarker	0
Organism	Protein	Biomarker	0
Organism	SmallMol	Biomarker	0
Organism	Complex	Biomarker	0
Organism	FunctionalClass	Biomarker	0
Organism	CellObject	Biomarker	0
Organism	Disease	Biomarker	0
Organism	Organ	Biomarker	0
Organism	Virus	Biomarker	0
Organism	ClinicalParameter	Biomarker	0
Organism	CellProcess	Biomarker	0
Organism	Organism	Biomarker	0
Organism	Tissue	Biomarker	0
Organism	Treatment	Biomarker	0
Organism	CellType	Biomarker	0
Organism	GeneticVariant	Biomarker	0
Organism	MedicalProcedure	Biomarker	0
Organism	PhosphoSite	Biomarker	0
Organism	Hyperlink	Biomarker	0
Organism	Mutation	Biomarker	0
Organism	RNA	Biomarker	0
Organism	Site	Biomarker	0
Organism	Lysine	Biomarker	0
Organism	MethSite	Biomarker	0
Tissue	Protein	Biomarker	0
Tissue	SmallMol	Biomarker	0
Tissue	Complex	Biomarker	0
Tissue	FunctionalClass	Biomarker	0
Tissue	CellObject	Biomarker	0
Tissue	Disease	Biomarker	0
Tissue	Organ	Biomarker	0
Tissue	Virus	Biomarker	0
Tissue	ClinicalParameter	Biomarker	0
Tissue	CellProcess	Biomarker	0
Tissue	Organism	Biomarker	0
Tissue	Tissue	Biomarker	0
Tissue	Treatment	Biomarker	0
Tissue	CellType	Biomarker	0
Tissue	GeneticVariant	Biomarker	0
Tissue	MedicalProcedure	Biomarker	0
Tissue	PhosphoSite	Biomarker	0
Tissue	Hyperlink	Biomarker	0
Tissue	Mutation	Biomarker	0
Tissue	RNA	Biomarker	0
Tissue	Site	Biomarker	0
Tissue	Lysine	Biomarker	0
Tissue	MethSite	Biomarker	0
Treatment	Protein	Biomarker	0
Treatment	SmallMol	Biomarker	0
Treatment	Complex	Biomarker	0
Treatment	FunctionalClass	Biomarker	0
Treatment	CellObject	Biomarker	0
Treatment	Disease	Biomarker	0
Treatment	Organ	Biomarker	0
Treatment	Virus	Biomarker	0
Treatment	ClinicalParameter	Biomarker	0
Treatment	CellProcess	Biomarker	0
Treatment	Organism	Biomarker	0
Treatment	Tissue	Biomarker	0
Treatment	Treatment	Biomarker	0
Treatment	CellType	Biomarker	0
Treatment	GeneticVariant	Biomarker	0
Treatment	MedicalProcedure	Biomarker	0
Treatment	PhosphoSite	Biomarker	0
Treatment	Hyperlink	Biomarker	0
Treatment	Mutation	Biomarker	0
Treatment	RNA	Biomarker	0
Treatment	Site	Biomarker	0
Treatment	Lysine	Biomarker	0
Treatment	MethSite	Biomarker	0
CellType	Protein	Biomarker	0
CellType	SmallMol	Biomarker	0
CellType	Complex	Biomarker	0
CellType	FunctionalClass	Biomarker	0
CellType	CellObject	Biomarker	0
CellType	Disease	Biomarker	0
CellType	Organ	Biomarker	0
CellType	Virus	Biomarker	0
CellType	ClinicalParameter	Biomarker	0
CellType	CellProcess	Biomarker	0
CellType	Organism	Biomarker	0
CellType	Tissue	Biomarker	0
CellType	Treatment	Biomarker	0
CellType	CellType	Biomarker	0
CellType	GeneticVariant	Biomarker	0
CellType	MedicalProcedure	Biomarker	0
CellType	PhosphoSite	Biomarker	0
CellType	Hyperlink	Biomarker	0
CellType	Mutation	Biomarker	0
CellType	RNA	Biomarker	0
CellType	Site	Biomarker	0
CellType	Lysine	Biomarker	0
CellType	MethSite	Biomarker	0
GeneticVariant	Protein	Biomarker	0
GeneticVariant	SmallMol	Biomarker	0
GeneticVariant	Complex	Biomarker	0
GeneticVariant	FunctionalClass	Biomarker	0
GeneticVariant	CellObject	Biomarker	0
GeneticVariant	Disease	Biomarker	0
GeneticVariant	Organ	Biomarker	0
GeneticVariant	Virus	Biomarker	0
GeneticVariant	ClinicalParameter	Biomarker	0
GeneticVariant	CellProcess	Biomarker	0
GeneticVariant	Organism	Biomarker	0
GeneticVariant	Tissue	Biomarker	0
GeneticVariant	Treatment	Biomarker	0
GeneticVariant	CellType	Biomarker	0
GeneticVariant	GeneticVariant	Biomarker	0
GeneticVariant	MedicalProcedure	Biomarker	0
GeneticVariant	PhosphoSite	Biomarker	0
GeneticVariant	Hyperlink	Biomarker	0
GeneticVariant	Mutation	Biomarker	0
GeneticVariant	RNA	Biomarker	0
GeneticVariant	Site	Biomarker	0
GeneticVariant	Lysine	Biomarker	0
GeneticVariant	MethSite	Biomarker	0
MedicalProcedure	Protein	Biomarker	0
MedicalProcedure	SmallMol	Biomarker	0
MedicalProcedure	Complex	Biomarker	0
MedicalProcedure	FunctionalClass	Biomarker	0
MedicalProcedure	CellObject	Biomarker	0
MedicalProcedure	Disease	Biomarker	0
MedicalProcedure	Organ	Biomarker	0
MedicalProcedure	Virus	Biomarker	0
MedicalProcedure	ClinicalParameter	Biomarker	0
MedicalProcedure	CellProcess	Biomarker	0
